gene_id,chromosome,geneStart,geneEnd,targetsTSS,controlTSS,utr3Segment,target5utr,control5utr,utr3segs.distalSegment,cdsexons,strand,tissue,geneType
FBgn0261802,2L,22129721,22166221,22153076-22153576,22133834-22134334,22158513-22166291,22153576-22153706,22134334-22134719,22161678-22166291,22140719-22160349,+,embryos,dominant
FBgn0086655,2R,6500506,6621792,6613269-6613769,6609988-6610488,6618803-6621792,6613769-6613870,6610488-6610898,6619733-6621792,6614105-6618741,+,embryos,dominant
FBgn0263077,2R,7621742,7651787,7622743-7623243,7636396-7636896,7623243-7651795,7623243-7623322,7636896-7637193,7649900-7651795,7626491-7651208,+,embryos,dominant
FBgn0050493,2R,7697753,7703501,7699001-7699501,7698754-7699254,7702941-7703501,7699501-7702614,7699254-7699387,7702941-7703501,7701944-7702883,+,embryos,dominant
FBgn0015509,2R,7915356,7921579,7916455-7916955,7916679-7917179,7918901-7921723,7916955-7917108,7917179-7917311,7921723-7921723,7917732-7919947,+,embryos,dominant
FBgn0263120,2R,8664313,8683022,8665672-8666172,8675794-8676294,8678928-8683022,8666172-8666311,8676294-8676334,8681451-8683022,8666768-8681385,+,embryos,dominant
FBgn0028955,2R,9136986,9141981,9138583-9139092,9137987-9138487,9138487-9148512,9139083-9139268,9138487-9138570,9148153-9148512,9138938-9148095,+,embryos,dominant
FBgn0003071,2R,10108240,10117457,10110371-10110871,10110729-10111230,10116737-10117457,10110871-10111575,10111229-10112958,10116737-10117457,10109933-10116657,+,embryos,dominant
FBgn0033504,2R,10267516,10307024,10290517-10291017,10281123-10281624,10278737-10307028,10291017-10291137,10281623-10284801,10306740-10307028,10287074-10305970,+,embryos,dominant
FBgn0001122,2R,10436485,10465701,10443845-10444345,10437486-10437986,10444345-10465444,10444345-10444462,10437986-10438106,10461513-10465444,10439375-10461443,+,embryos,dominant
FBgn0263102,2R,10556388,10617280,10568723-10569223,10557389-10557889,10612737-10617287,10569223-10569378,10557889-10558533,10617281-10617287,10561686-10614126,+,embryos,dominant
FBgn0033544,2R,10729835,10738370,10732200-10732700,10731029-10731529,10732700-10738617,10732700-10732796,10731529-10731796,10737357-10738617,10731659-10737291,+,embryos,dominant
FBgn0037084,2R,11218039,11222480,11219040-11219540,11219435-11219935,11219935-11222480,11219540-11219712,11219935-11220621,11222111-11222480,11220464-11221629,+,embryos,dominant
FBgn0263397,2R,14274630,14300095,14289040-14289540,14275631-14276131,14297897-14300095,14289540-14289659,14276131-14276526,14298375-14300095,14277281-14298213,+,embryos,dominant
FBgn0265974,2R,14524767,14587917,14525768-14526268,14526077-14526577,14584118-14587920,14526268-14527991,14526577-14527991,14587918-14587920,14552912-14584010,+,embryos,dominant
FBgn0033987,2R,14961792,14980795,14962793-14963293,14965185-14965685,14978230-14980795,14963293-14963925,14965685-14965999,14978837-14980795,14971730-14978706,+,embryos,dominant
FBgn0015371,2R,15113736,15144783,15114962-15115462,15114737-15115237,15140471-15144783,15115462-15115688,15115237-15115688,15144461-15144783,15138102-15141300,+,embryos,dominant
FBgn0263980,2R,15399596,15471884,15400597-15401097,15424308-15424808,15463298-15471884,15401097-15402383,15424808-15426627,15466849-15471884,15409566-15466773,+,embryos,dominant
FBgn0264273,2R,16385024,16431758,16386025-16386525,16398424-16398924,16428424-16533428,16386525-16386750,16398924-16399421,16431759-16533428,16398829-16531902,+,embryos,dominant
FBgn0034145,2R,16606154,16624894,16608629-16609129,16611377-16611877,16618804-16625293,16609129-16609325,16611877-16612573,16623215-16625293,16618804-16623131,+,embryos,dominant
FBgn0041585,2R,17841942,17860582,17850363-17850863,17854745-17855245,17855140-17861493,17850863-17851460,17855245-17857797,17860285-17861493,17844191-17857797,+,embryos,dominant
FBgn0265297,2R,18138578,18147191,18140278-18140778,18140876-18141376,18140778-18147278,18140778-18141416,18141376-18141416,18147192-18147278,18141488-18145274,+,embryos,dominant
FBgn0027835,2R,18410527,18421124,18411528-18412028,18413907-18414407,18417577-18421124,18412028-18412056,18414407-18414587,18419051-18421124,18413002-18418965,+,embryos,dominant
FBgn0034345,2R,18419913,18426221,18420914-18421414,18422433-18422933,18424326-18426221,18421414-18421553,18422933-18423723,18425340-18426221,18423969-18425076,+,embryos,dominant
FBgn0000578,2R,19140132,19163705,19141133-19141633,19154722-19155222,19161473-19163705,19141633-19141770,19155222-19155914,19161660-19163705,19142207-19161593,+,embryos,dominant
FBgn0260934,2R,19454670,19485686,19466967-19467467,19462003-19462503,19470872-19485686,19467467-19467641,19462503-19462779,19484474-19485686,19459795-19483286,+,embryos,dominant
FBgn0003748,2R,21072518,21088945,21073519-21074019,21076341-21076841,21085448-21089059,21074019-21074112,21076841-21077139,21088338-21089059,21076653-21087858,+,embryos,dominant
FBgn0003162,2R,21173815,21182608,21174816-21175316,21178619-21179119,21179938-21183030,21175316-21175673,21179119-21179644,21179938-21183030,21179938-21181761,+,embryos,dominant
FBgn0004362,2R,21699958,21716727,21712857-21713357,21713637-21714137,21715692-21716727,21713357-21713387,21714137-21714166,21715692-21716727,21715406-21715617,+,embryos,dominant
FBgn0265192,2R,22059450,22069757,22060451-22060951,22066384-22066884,22068736-22085767,22060951-22061260,22066884-22067282,22069726-22085767,22068427-22084924,+,embryos,dominant
FBgn0261564,2R,22923607,22932044,22926054-22926554,22924608-22925108,22927516-22932035,22926554-22927171,22925108-22925484,22931515-22932035,22925549-22931280,+,embryos,dominant
FBgn0004101,2R,24341361,24376473,24343203-24343703,24342362-24342862,24348212-24376473,24343703-24344674,24342862-24344674,24375827-24376473,24348212-24375766,+,embryos,dominant
FBgn0020386,3L,127950,145895,128951-129451,131313-131813,141770-146273,129451-129888,131813-132530,143515-146273,135458-143217,+,embryos,dominant
FBgn0264707,3L,275937,305292,297303-297803,300071-300571,302749-305292,297803-298139,300571-301681,302749-305292,278178-302691,+,embryos,dominant
FBgn0264574,3L,912574,993788,913575-914075,959161-959661,984137-993796,914075-914218,959661-959842,985883-993796,915639-987825,+,embryos,dominant
FBgn0266696,3L,2376155,2499226,2417456-2417956,2438737-2439237,2402555-2499226,2417956-2418335,2439237-2439830,2464559-2499226,2402555-2498346,+,embryos,dominant
FBgn0035357,3L,2630215,2641984,2635263-2635763,2631216-2631716,2637068-2641984,2635763-2636001,2631716-2631916,2638743-2641984,2633538-2640926,+,embryos,dominant
FBgn0262593,3L,2893517,2959579,2896244-2896744,2894518-2895018,2944023-2959821,2896744-2896787,2895018-2895094,2957331-2959821,2897244-2956436,+,embryos,dominant
FBgn0035397,3L,3069633,3090406,3077430-3077930,3081069-3081569,3087699-3090435,3077930-3078044,3081569-3081760,3090407-3090435,3071257-3088119,+,embryos,dominant
FBgn0263108,3L,3147146,3158408,3148147-3148647,3148634-3149134,3151264-3158408,3148647-3148687,3149134-3149160,3157200-3158408,3149628-3157141,+,embryos,dominant
FBgn0005640,3L,3514251,3610521,3544819-3545319,3515252-3515752,3607502-3610523,3545319-3545417,3515752-3515934,3610522-3610523,3516529-3600491,+,embryos,dominant
FBgn0035495,3L,4086081,4092706,4088632-4089132,4087082-4087582,4090273-4092776,4089132-4089214,4087582-4087704,4090273-4092776,4088960-4090142,+,embryos,dominant
FBgn0035542,3L,4405443,4420648,4413858-4414358,4406646-4407146,4414667-4420764,4414358-4414457,4407146-4407384,4419740-4420764,4417820-4419663,+,embryos,dominant
FBgn0016756,3L,5751473,5761886,5752474-5752974,5753679-5754179,5756497-5761989,5752974-5753234,5754179-5754266,5761964-5761989,5755554-5761118,+,embryos,dominant
FBgn0053523,3L,5922362,5930120,5926372-5926872,5923363-5923863,5926737-5930419,5926872-5927066,5923863-5925322,5930417-5930419,5924837-5929039,+,embryos,dominant
FBgn0260660,3L,6997343,7053499,6998344-6998844,7013601-7014101,7051977-7053499,6998844-6999003,7014101-7015276,7051977-7053499,6999635-7051722,+,embryos,dominant
FBgn0262579,3L,8062374,8108897,8076893-8077393,8096023-8096523,8104880-8108902,8077393-8077573,8096523-8096872,8108054-8108902,8070952-8106949,+,embryos,dominant
FBgn0035879,3L,8345061,8352279,8346062-8346562,8347042-8347542,8348749-8352355,8346562-8347476,8347542-8348053,8351767-8352355,8347775-8351379,+,embryos,dominant
FBgn0260442,3L,8543501,8574409,8546176-8546676,8544502-8545002,8570309-8574407,8546676-8546875,8545002-8545089,8574079-8574407,8555731-8573472,+,embryos,dominant
FBgn0262508,3L,8575308,8599617,8585002-8585502,8583077-8583577,8595553-8599626,8585502-8585689,8583577-8583766,8599618-8599626,8579474-8596103,+,embryos,dominant
FBgn0266084,3L,8752119,8798719,8765943-8766443,8760952-8761452,8797000-8798719,8766443-8766629,8761452-8762885,8798121-8798719,8759330-8797821,+,embryos,dominant
FBgn0266101,3L,9459550,9475475,9462108-9462608,9460551-9461051,9470560-9475475,9462608-9464706,9461051-9461559,9474329-9475475,9461888-9474267,+,embryos,dominant
FBgn0261555,3L,9545720,9596713,9546721-9547221,9583051-9583551,9592334-9597171,9547221-9547477,9583551-9588046,9596714-9597171,9552902-9592456,+,embryos,dominant
FBgn0264489,3L,9812347,9834345,9815563-9816063,9828923-9829423,9830634-9834345,9816063-9816357,9829423-9830069,9832928-9834345,9771655-9832866,+,embryos,dominant
FBgn0261553,3L,11213005,11230745,11214006-11214506,11215280-11215780,11226636-11230745,11214506-11214574,11215780-11215814,11229113-11230745,11216586-11228088,+,embryos,dominant
FBgn0013718,3L,14189370,14233250,14190371-14190871,14220941-14221441,14231177-14233250,14190871-14191591,14221441-14226403,14231927-14233250,14199945-14231635,+,embryos,dominant
FBgn0005536,3L,16050459,16082026,16051460-16051960,16072867-16073367,16077192-16082037,16051960-16052174,16073367-16073470,16082027-16082037,16052755-16077809,+,embryos,dominant
FBgn0010352,3L,16953322,16968724,16956940-16957440,16955001-16955501,16964824-16968724,16957440-16959216,16955501-16955542,16967382-16968724,16959099-16966358,+,embryos,dominant
FBgn0259174,3L,17528581,17546660,17533007-17533507,17529582-17530082,17540902-17546870,17533507-17533648,17530082-17530422,17545508-17546870,17530809-17545433,+,embryos,dominant
FBgn0037092,3L,21506352,21512749,21507353-21507853,21509382-21509882,21511309-21513087,21507853-21511250,21509882-21510280,21512750-21513087,21510068-21511613,+,embryos,dominant
FBgn0037093,3L,21514806,21522684,21516688-21517188,21515807-21516307,21521082-21528232,21517188-21517790,21516307-21516654,21522449-21528232,21517250-21526936,+,embryos,dominant
FBgn0025702,3L,22272485,22284335,22273486-22273986,22277214-22277714,22279614-22284335,22273986-22275438,22277714-22278731,22283203-22284335,22278823-22283149,+,embryos,dominant
FBgn0052451,3L,22747944,22787631,22748945-22749445,22773037-22773537,22783420-22787631,22749445-22749992,22773537-22775137,22785260-22787631,22774738-22784752,+,embryos,dominant
FBgn0041605,3R,4278721,4304604,4281339-4281848,4281206-4281706,4280386-4304645,4281839-4282482,4281706-4282314,4304605-4304645,4282674-4298585,+,embryos,dominant
FBgn0263346,3R,4658079,4712193,4659080-4659580,4705647-4706147,4701158-4712340,4659580-4659676,4706147-4706365,4712194-4712340,4660239-4710720,+,embryos,dominant
FBgn0267698,3R,6349396,6361614,6350397-6350897,6353589-6354089,6359382-6361670,6350897-6350954,6354089-6354250,6359382-6361670,6354914-6359310,+,embryos,dominant
FBgn0037448,3R,6476811,6495025,6477812-6478312,6482291-6482791,6493547-6496614,6478312-6478424,6482791-6483178,6494634-6496614,6478760-6493374,+,embryos,dominant
FBgn0020249,3R,8355478,8359964,8356479-8356979,8356832-8357332,8359530-8360775,8356979-8357095,8357332-8357456,8359530-8360775,8358471-8359465,+,embryos,dominant
FBgn0261552,3R,9416440,9455500,9428062-9428562,9436336-9436836,9445969-9455499,9428562-9428652,9436836-9437118,9453119-9455499,9419783-9446497,+,embryos,dominant
FBgn0267336,3R,9873181,9995364,9874182-9874682,9928418-9928918,9982279-9995367,9874682-9876223,9928918-9929726,9986897-9995367,9930364-9986833,+,embryos,dominant
FBgn0262617,3R,10262806,10308467,10284091-10284591,10263807-10264307,10298246-10308537,10284591-10284712,10264307-10264878,10307423-10308537,10291100-10307366,+,embryos,dominant
FBgn0027610,3R,13363438,13369278,13364439-13364939,13367033-13367533,13364939-13369376,13364939-13365229,13367533-13367668,13368252-13369376,13367739-13368161,+,embryos,dominant
FBgn0263929,3R,14740082,14795868,14748976-14749476,14741083-14741583,14789026-14795873,14749476-14750273,14741583-14742591,14795869-14795873,14750206-14793888,+,embryos,dominant
FBgn0003721,3R,15279871,15308779,15290445-15290945,15281033-15281533,15284613-15308779,15290945-15291525,15281533-15281598,15307590-15308779,15284613-15303222,+,embryos,dominant
FBgn0004117,3R,15308693,15315197,15309694-15310194,15311536-15312036,15313109-15318303,15310194-15310299,15312036-15312113,15315198-15318303,15295113-15314020,+,embryos,dominant
FBgn0041188,3R,15406923,15417277,15407924-15408424,15408952-15409452,15412579-15417314,15408424-15409189,15409452-15409534,15415104-15417314,15412121-15414974,+,embryos,dominant
FBgn0250823,3R,16270952,16304768,16272502-16273002,16280390-16280890,16297457-16304863,16273002-16273330,16280890-16282408,16301805-16304863,16274152-16301351,+,embryos,dominant
FBgn0262871,3R,17378444,17390265,17379445-17379945,17385392-17385892,17387710-17390265,17379945-17380051,17385892-17386253,17388443-17390265,17384606-17388384,+,embryos,dominant
FBgn0042693,3R,18166257,18180049,18167258-18167758,18172345-18172845,18176307-18181770,18167758-18167867,18172845-18172949,18178894-18181770,18169484-18177048,+,embryos,dominant
FBgn0038659,3R,18905109,18910755,18906110-18906610,18906232-18906733,18906610-18911118,18906610-18907020,18906732-18907020,18907200-18911118,18907200-18908450,+,embryos,dominant
FBgn0260003,3R,19459585,19597288,19508761-19509261,19460586-19461086,19592823-19597397,19509261-19509390,19461086-19461465,19594500-19597397,19477123-19594398,+,embryos,dominant
FBgn0262582,3R,20251270,20303942,20252271-20252771,20292745-20293245,20300608-20302448,20252771-20252916,20293245-20293503,20300608-20302448,20253627-20300412,+,embryos,dominant
FBgn0013995,3R,20976683,21015613,20977684-20978184,20985480-20985980,20992241-21015660,20978184-20978248,20985980-20986083,21015614-21015660,20986147-21012665,+,embryos,dominant
FBgn0264357,3R,21139239,21214269,21188367-21188867,21155863-21156363,21210789-21214417,21188867-21188970,21156363-21156411,21212968-21214417,21154890-21211590,+,embryos,dominant
FBgn0266418,3R,22638308,22683827,22666262-22666762,22639309-22639809,22679104-22683908,22666762-22667078,22639809-22639910,22679104-22683908,22652158-22679040,+,embryos,dominant
FBgn0266758,3R,24543219,24556549,24544220-24544720,24548515-24549015,24554702-24559170,24544720-24545069,24549015-24549139,24556236-24559170,24549685-24555962,+,embryos,dominant
FBgn0039213,3R,24624171,24634714,24625172-24625672,24630092-24630592,24633433-24634715,24625672-24625812,24630592-24630750,24633558-24634715,24631783-24633499,+,embryos,dominant
FBgn0003429,3R,24660991,24711595,24661992-24662492,24667647-24668147,24707273-24711659,24662492-24662563,24668147-24668909,24707273-24711659,24664364-24707216,+,embryos,dominant
FBgn0001139,3R,26040236,26049911,26041237-26041737,26041581-26042081,26048498-26049911,26041737-26041901,26042081-26042264,26049392-26049911,26042995-26048435,+,embryos,dominant
FBgn0027579,3R,27923691,27933077,27924692-27925192,27925166-27925666,27924140-27933185,27925192-27925993,27925666-27925993,27932462-27933185,27923125-27932399,+,embryos,dominant
FBgn0001215,3R,28598334,28605777,28599908-28600408,28599335-28599835,28602772-28608372,28600408-28600568,28599835-28599999,28605778-28608372,28600706-28607710,+,embryos,dominant
FBgn0004369,3R,29376146,29487131,29457071-29457571,29478817-29479317,29483130-29487131,29457571-29457641,29479317-29479825,29485365-29487131,29382956-29483743,+,embryos,dominant
FBgn0001297,3R,29764495,29794113,29788437-29788937,29782110-29782610,29791393-29794167,29788937-29790854,29782610-29783147,29793843-29794167,29781691-29791720,+,embryos,dominant
FBgn0266411,3R,30056811,30121798,30057812-30058312,30099021-30099521,30111682-30121798,30058312-30059127,30099521-30099918,30120129-30121798,30067075-30112352,+,embryos,dominant
FBgn0082582,3R,30531107,30578905,30562681-30563181,30532108-30532608,30572925-30578923,30563181-30563481,30532608-30532644,30578400-30578923,30533096-30577558,+,embryos,dominant
FBgn0261988,3R,31403745,31457873,31404746-31405246,31404953-31405453,31455744-31457893,31405246-31405956,31405453-31405956,31457874-31457893,31410354-31456311,+,embryos,dominant
FBgn0003870,3R,31712367,31735392,31724497-31724997,31713368-31713868,31727132-31735392,31724997-31725331,31713868-31714269,31732920-31735392,31727132-31728479,+,embryos,dominant
FBgn0016126,4,444004,453947,445005-445505,445594-446094,452972-458127,445505-447235,446094-446486,454473-458127,446631-452890,+,embryos,dominant
FBgn0022361,4,556516,567257,557724-558224,557517-558017,560718-567257,558224-558269,558017-560411,565601-567257,560095-565515,+,embryos,dominant
FBgn0025836,X,125949,140340,126950-127450,130536-131036,138770-140855,127450-127595,131036-131467,140840-140855,128921-139780,+,embryos,dominant
FBgn0000108,X,529001,579044,530002-530502,529792-530292,574942-579044,530502-530534,530292-530534,575471-579044,531627-575362,+,embryos,dominant
FBgn0013720,X,1469166,1472325,1470349-1470849,1466250-1466750,1470402-1472317,1470849-1471063,1466750-1467964,1471658-1472317,1467697-1471603,+,embryos,dominant
FBgn0003371,X,2632452,2679553,2633453-2633953,2658267-2658767,2674597-2677695,2633953-2634025,2658767-2661093,2677682-2677695,2634827-2674921,+,embryos,dominant
FBgn0000479,X,3174940,3343767,3328908-3329408,3255569-3256069,3338970-3342661,3329408-3329844,3256069-3256317,3340221-3342661,3189534-3338816,+,embryos,dominant
FBgn0023215,X,3670301,3701672,3687736-3688236,3671302-3671802,3699114-3703585,3688236-3688495,3671802-3672039,3703286-3703585,3683353-3700464,+,embryos,dominant
FBgn0029687,X,3947475,3955442,3948476-3948976,3948766-3949266,3948976-3955442,3948976-3949372,3949266-3949372,3952767-3955442,3949481-3952221,+,embryos,dominant
FBgn0052772,X,4907602,4915161,4908603-4909103,4911882-4912382,4913846-4915161,4909103-4909319,4912382-4912511,4913846-4915161,4909452-4913783,+,embryos,dominant
FBgn0003028,X,5046773,5070929,5047774-5048274,5063734-5064234,5064453-5070929,5048274-5049542,5064234-5064310,5069705-5070929,5064453-5068798,+,embryos,dominant
FBgn0029763,X,5420033,5427219,5421469-5421969,5421034-5421534,5425143-5427219,5421969-5422126,5421534-5421667,5425143-5427219,5422580-5424962,+,embryos,dominant
FBgn0262730,X,6224147,6236218,6225437-6225937,6225148-6225648,6230733-6236275,6225937-6226220,6225648-6226220,6231043-6236275,6226440-6230986,+,embryos,dominant
FBgn0085446,X,6539271,6589173,6571424-6571924,6545620-6546120,6551906-6589208,6571924-6572268,6546120-6546472,6589174-6589208,6543093-6588250,+,embryos,dominant
FBgn0261873,X,8177049,8240474,8192701-8193201,8230115-8230615,8238007-8240479,8193201-8193506,8230615-8230718,8240475-8240479,8179453-8238188,+,embryos,dominant
FBgn0259734,X,9028705,9054575,9029685-9030206,9042145-9042645,9030185-9054863,9030206-9030896,9042645-9042830,9054699-9054863,9040038-9052388,+,embryos,dominant
FBgn0030089,X,9107191,9117744,9109051-9109551,9108192-9108692,9116146-9117794,9109551-9109756,9108692-9108986,9116146-9117794,9110822-9116078,+,embryos,dominant
FBgn0030276,X,11152921,11164670,11153922-11154422,11159954-11160454,11162269-11164670,11154422-11154665,11160454-11160548,11162516-11164670,11155034-11162454,+,embryos,dominant
FBgn0014133,X,11677470,11694740,11678471-11678971,11683202-11683702,11689201-11694740,11678971-11679289,11683702-11684254,11693547-11694740,11680844-11693177,+,embryos,dominant
FBgn0030330,X,11718745,11723854,11719746-11720246,11719985-11720485,11722251-11723854,11720246-11720532,11720485-11721027,11723675-11723854,11720584-11722408,+,embryos,dominant
FBgn0030505,X,13623245,13664568,13624246-13624746,13641676-13642176,13660740-13664568,13624746-13625589,13642176-13642198,13662755-13664568,13645178-13662686,+,embryos,dominant
FBgn0030747,X,16404009,16414651,16405010-16405510,16405923-16406423,16413694-16414651,16405510-16405732,16406423-16407089,16414087-16414651,16409783-16414020,+,embryos,dominant
FBgn0003189,X,16653859,16668712,16654860-16655360,16655592-16656092,16668385-16668915,16655360-16655609,16656092-16656159,16668385-16668915,16656385-16668320,+,embryos,dominant
FBgn0283473,X,18786964,18806057,18788281-18788781,18787965-18788465,18790677-18806188,18788781-18789089,18788465-18789089,18793518-18806188,18790506-18805581,+,embryos,dominant
FBgn0031081,X,19959797,19969323,19960798-19961298,19962677-19963177,19967081-19969323,19961298-19961600,19963177-19963341,19967284-19969323,19963955-19967223,+,embryos,dominant
FBgn0003423,X,21372502,21385159,21374923-21375423,21373503-21374003,21383700-21385159,21375423-21375493,21374003-21374124,21383700-21385159,21376120-21383627,+,embryos,dominant
FBgn0031191,X,22480582,22487458,22481583-22482083,22482094-22482594,22482842-22507666,22482083-22482396,22482594-22482750,22487981-22507666,22482450-22486084,+,embryos,dominant
FBgn0265767,X,23021398,23035550,23027939-23028439,23022818-23023318,23033543-23035898,23028439-23028597,23023318-23023431,23035894-23035898,23029024-23033644,+,embryos,dominant
FBgn0026323,X,20515908,20526428,20524928-20525428,20518248-20518748,20515669-20517122,20523899-20524928,20517699-20518248,20515669-20517122,20516659-20523358,-,embryos,dominant
FBgn0261811,X,19830215,19853559,19848478-19848978,19852059-19852559,19830216-19835566,19848067-19848478,19850863-19852059,19830216-19833235,19833321-19836754,-,embryos,dominant
FBgn0031030,X,19569721,19581300,19579793-19580294,19579740-19580240,19569713-19579793,19579398-19579794,19579398-19579740,19569713-19569721,19571775-19577594,-,embryos,dominant
FBgn0017418,X,18130392,18139284,18137685-18138185,18137139-18137639,18130393-18133186,18137576-18137685,18136442-18137139,18130393-18132877,18132960-18137050,-,embryos,dominant
FBgn0003380,X,17924307,18064747,17967225-17967725,18063247-18063747,17928251-17941160,17966348-17967225,18062827-18063247,17928251-17928253,17930117-18062943,-,embryos,dominant
FBgn0259168,X,17862697,17888722,17887222-17887722,17875040-17875540,17862685-17868166,17886404-17887222,17874405-17875040,17862685-17864545,17868982-17878516,-,embryos,dominant
FBgn0003463,X,15603283,15634934,15626540-15627040,15633434-15633934,15603284-15605366,15625430-15626540,15632809-15633434,15603284-15605366,15605489-15626232,-,embryos,dominant
FBgn0027601,X,14933670,14955032,14950749-14951249,14953532-14954032,14932806-14935445,14950318-14950749,14951103-14953532,14932806-14935272,14935331-14951805,-,embryos,dominant
FBgn0030574,X,14584733,14604080,14591591-14592091,14602580-14603080,14584734-14587157,14591320-14591591,14602462-14602580,14584734-14586436,14586497-14591088,-,embryos,dominant
FBgn0030510,X,13677899,13682000,13680201-13680701,13680398-13680898,13677830-13679301,13679896-13680201,13679896-13680398,13677830-13678753,13678855-13679301,-,embryos,dominant
FBgn0030349,X,11877737,11888662,11887162-11887662,11885283-11885783,11877738-11883621,11886956-11887162,11884798-11885283,11877738-11878988,11879050-11885281,-,embryos,dominant
FBgn0285926,X,10787869,10825777,10822786-10823286,10806856-10807356,10796214-10797437,10822392-10822786,10806469-10806856,10796214-10797437,10797508-10821488,-,embryos,dominant
FBgn0052672,X,10764878,10769838,10768217-10768719,10768338-10768838,10764879-10765802,10767981-10768217,10767981-10768338,10764879-10765535,10765605-10765802,-,embryos,dominant
FBgn0085443,X,10490069,10586922,10546754-10547254,10493736-10494236,10490057-10499657,10546629-10546754,10492500-10493736,10490057-10490069,10491506-10585073,-,embryos,dominant
FBgn0028341,X,9626294,9660645,9639028-9639528,9658894-9659395,9626295-9631095,9638193-9639028,9658847-9658894,9626295-9626296,9629396-9644367,-,embryos,dominant
FBgn0011661,X,8873012,8899832,8891807-8892307,8898332-8898832,8872440-8876752,8891562-8891807,8898184-8898332,8872440-8873372,8874189-8891623,-,embryos,dominant
FBgn0004656,X,8037808,8062936,8061436-8061936,8063647-8064147,8039656-8063647,8060877-8060974,8061264-8061436,8039656-8041044,8041111-8060158,-,embryos,dominant
FBgn0004646,X,6973620,6992818,6981683-6982183,6977810-6978310,6973583-6977588,6981189-6981683,6977788-6977810,6973583-6973620,6974731-6977588,-,embryos,dominant
FBgn0259228,X,6780790,6805093,6803593-6804093,6800710-6801210,6780620-6782692,6803107-6803593,6800050-6800710,6780620-6780790,6782561-6789051,-,embryos,dominant
FBgn0261383,X,5738663,5748754,5747254-5747754,5746375-5746875,5738664-5743912,5746772-5747254,5746203-5746375,5738664-5743912,5744356-5744699,-,embryos,dominant
FBgn0259994,X,5625676,5649987,5637594-5638094,5648487-5648987,5625485-5634425,5637535-5637594,5647732-5648487,5625485-5629024,5629385-5648177,-,embryos,dominant
FBgn0263987,X,5412386,5422367,5420867-5421367,5420631-5421131,5412387-5418570,5420452-5420867,5420452-5420631,5412387-5413959,5415322-5417374,-,embryos,dominant
FBgn0014024,X,5318928,5324196,5322489-5322989,5322696-5323196,5318922-5319756,5322390-5322489,5322631-5322696,5318922-5318928,5319654-5322453,-,embryos,dominant
FBgn0004655,X,2149936,2160483,2158983-2159490,2155902-2156402,2149937-2158990,2158293-2158983,2155788-2155902,2149937-2151152,2151272-2157513,-,embryos,dominant
FBgn0040344,X,922889,929082,927582-928082,927975-928475,922753-926633,926696-927582,926696-927975,922753-922889,923605-926633,-,embryos,dominant
FBgn0264449,X,808217,929475,884464-884964,909194-909694,808201-810957,884322-884464,908750-909194,808201-810957,811027-894305,-,embryos,dominant
FBgn0025639,X,648483,657533,656033-656533,654938-655438,648484-656033,655380-656033,654865-654938,648484-653238,653370-654096,-,embryos,dominant
FBgn0264607,4,1035288,1055203,1053703-1054203,1051378-1051878,1035181-1047575,1053498-1053703,1050694-1051378,1035181-1035288,1037476-1050759,-,embryos,dominant
FBgn0039923,4,778516,790478,787614-788114,788978-789478,778289-787026,787452-787614,788895-788978,778289-781669,783174-866294,-,embryos,dominant
FBgn0051992,4,649041,664603,659983-660483,660608-661108,648980-660608,657902-659983,660429-660608,648980-649389,652305-658508,-,embryos,dominant
FBgn0259214,4,328193,360417,358657-359157,358917-359417,328817-354966,358550-358657,358844-358917,328817-329428,330271-355481,-,embryos,dominant
FBgn0011224,3R,31846987,32017020,31985768-31986268,31937392-31937892,31846974-31851987,31985234-31985768,31937270-31937392,31846974-31846987,31852098-31979619,-,embryos,dominant
FBgn0039858,3R,31596642,31614164,31609815-31610315,31610978-31611478,31596643-31602230,31609320-31609815,31610881-31610978,31596643-31599348,31600389-31603073,-,embryos,dominant
FBgn0261618,3R,28318162,28337940,28335541-28336041,28336440-28336940,28318163-28323486,28335254-28335541,28336008-28336440,28318163-28319264,28321373-28334707,-,embryos,dominant
FBgn0051064,3R,27229505,27240585,27239085-27239585,27238114-27238614,27229469-27237846,27238525-27239085,27237973-27238114,27229469-27230444,27230568-27237846,-,embryos,dominant
FBgn0039464,3R,26949692,26959991,26958491-26958991,26953254-26953754,26949683-26951009,26958208-26958491,26953004-26953254,26949683-26950568,26950638-26956589,-,embryos,dominant
FBgn0000064,3R,26254069,26263091,26261412-26261912,26259830-26260335,26254070-26259830,26261158-26261412,26259802-26259835,26254070-26255431,26256474-26258041,-,embryos,dominant
FBgn0051092,3R,25698727,25741965,25720117-25720617,25740465-25740965,25698649-25701455,25719966-25720117,25740245-25740465,25698649-25700026,25699848-25739622,-,embryos,dominant
FBgn0029157,3R,24938710,24946456,24944956-24945456,24943895-24944395,24938711-24941781,24944418-24944956,24943590-24943895,24938711-24939804,24939873-24943521,-,embryos,dominant
FBgn0039209,3R,24557368,24584364,24577453-24577953,24572495-24572995,24557322-24562942,24577177-24577453,24571291-24572495,24557322-24557575,24560382-24576518,-,embryos,dominant
FBgn0011225,3R,24252826,24272733,24271233-24271733,24259488-24259988,24252827-24253764,24270899-24271233,24259396-24259488,24252827-24253598,24253663-24259249,-,embryos,dominant
